EURUSD,CADUSD,GBPUSD,JPYUSD,Gmt time
0.9989668155152791,0.9992076128964741,0.9994584752546737,0.9990320261076387,2019-01-07 01:00:00
1.0000875656742556,0.9995511233139069,0.9999136774203674,0.9987542562910058,2019-01-07 02:00:00
0.9997811337272926,0.9997829455043522,0.9995842550320828,0.9991037936323153,2019-01-07 03:00:00
1.0001926394227822,0.9999475961610446,1.000274623961333,1.0015165946900693,2019-01-07 04:00:00
0.9997286272038097,0.9999850266899253,0.999686242518845,0.9989843122408841,2019-01-07 05:00:00
1.0006131530079534,1.0000524073699737,1.0001804431055044,1.0001756153469326,2019-01-07 06:00:00
0.9982686556723386,0.9994984128885427,0.9998509605202263,0.9997874503280659,2019-01-07 07:00:00
1.0004286476603712,1.0007190526481362,1.0016657368921436,1.0000739460378787,2019-01-07 08:00:00
0.9991259734470734,1.0001272407469781,0.9982117506803975,1.0000092425712834,2019-01-07 09:00:00
1.0002272985566538,1.0000673541782044,1.0014766987927202,1.0014233428222854,2019-01-07 10:00:00
0.9998514037970703,0.9996557684968307,0.9981810056216336,1.0000553760959854,2019-01-07 11:00:00
1.0000961597300535,0.9994759890706292,1.0005569850633862,0.9991140315257117,2019-01-07 12:00:00
0.9984028068705486,0.9999101224581508,0.9985899163350359,1.0008682800665063,2019-01-07 13:00:00
0.9991366906474821,0.9992584436304801,0.9992328767123287,0.9996308396552042,2019-01-07 14:00:00
1.0003489335717712,0.9980210488441127,1.0002818798252346,1.0011171224403126,2019-01-07 15:00:00
0.9996686229539647,0.9983400931350458,1.0011601837480206,1.0017245354359756,2019-01-07 16:00:00
0.9998517743482431,0.9999849532422003,0.998645675948614,0.9998342877133544,2019-01-07 17:00:00
0.9995555206944335,1.0001354228578736,1.0004856003822145,0.9996685204964825,2019-01-07 18:00:00
0.999538303395648,1.000052657313725,0.9998433792493168,1.0002579028811438,2019-01-07 19:00:00
1.0002352592644226,1.0001429194686404,1.0000078310988598,1.001012928652989,2019-01-07 20:00:00
1.000235314624368,1.0001278570407863,0.9995772994129158,0.9999908008757565,2019-01-07 21:00:00
0.9998867132013978,0.9998044789363655,0.9993038118258123,0.9995308403477301,2019-01-07 22:00:00
0.9996863810992344,1.0000902581382753,0.999921782728062,0.9997423012498389,2019-01-07 23:00:00
1.0009679275885524,0.9997292500225625,1.000532160493344,1.0010034430062784,2019-01-08 00:00:00
1.0017120595377438,1.0004664179104479,1.0010105599598909,0.9983905826090955,2019-01-08 01:00:00
0.9998165986917374,0.9985412437025339,0.9995145403009852,1.0014001473839351,2019-01-08 02:00:00
1.0010316037942038,1.0005271243109732,1.0010738612759351,1.0015269703436602,2019-01-08 03:00:00
0.9999825154956419,0.9995333644423705,0.9998902743923944,1.0010011205202154,2019-01-08 04:00:00
0.9995630783750011,1.000060239149423,0.9996865965165204,0.9981465679392955,2019-01-08 05:00:00
0.9998339973439576,0.9994428214317983,0.9995927413986201,1.0009008594934963,2019-01-08 06:00:00
1.000157290410528,1.0008211665084603,1.0004622954930107,1.000900048676102,2019-01-08 07:00:00
0.999563273006778,0.9994128584010177,0.9987635191184986,0.999357686202182,2019-01-08 08:00:00
0.999729302561147,0.9997815755183815,1.0009243012908888,0.9996419094489997,2019-01-08 09:00:00
1.000524205173905,1.0004972125960525,1.0006819411022363,0.998594679991182,2019-01-08 10:00:00
0.998299230728976,0.9998042257126937,0.9987396076343767,1.0000643861698508,2019-01-08 11:00:00
1.0013887069304337,1.0009564693477933,1.0020238468779417,1.0003586998510017,2019-01-08 12:00:00
1.0019339482296936,1.0010533681446425,1.0010208087946604,1.0009837723532389,2019-01-08 13:00:00
0.9990208591960552,0.9985869655084292,1.0006836236769525,0.9998714086266439,2019-01-08 14:00:00
0.9997377989092435,1.0001806426361783,0.9996229705210076,0.9977861066710761,2019-01-08 15:00:00
0.9998689166397219,1.0014975580021523,1.0007152963370538,0.9996777668320798,2019-01-08 16:00:00
0.9990222012693922,0.9991584136096542,0.9999371207595813,1.0000644674071208,2019-01-08 17:00:00
1.0011712365285947,0.9993306760923516,1.000865337717711,1.0004972879389256,2019-01-08 18:00:00
0.9998863854853088,0.9995183660568479,0.9995282202896728,1.0000552267518388,2019-01-08 19:00:00
1.0001660795608507,0.9995708380704277,0.9998427648233463,1.0010492503382453,2019-01-08 20:00:00
0.9999737775990768,0.9997363663754144,1.0005112755932764,0.9996322278716107,2019-01-08 21:00:00
1.00000874087671,1.0000150687511773,1.0001101330249607,1.0005702565234589,2019-01-08 22:00:00
0.9985424012847816,0.9978602695758962,0.9979275099503073,0.9996874569104196,2019-01-08 23:00:00
1.000104748603352,1.0006191342690818,1.0000549554076121,0.9996321872902318,2019-01-09 00:00:00
0.999877808228743,0.9989058668175816,1.0000471068540473,1.0007266973903286,2019-01-09 01:00:00
1.0005064794439205,0.9998866898323009,1.0001413405364659,1.0010754664950823,2019-01-09 02:00:00
0.999764280663157,0.9994031654893666,0.9999842957425759,0.999917360683886,2019-01-09 03:00:00
0.999528783476007,1.0000075593789213,0.9994271229802161,0.999687781226469,2019-01-09 04:00:00
0.9999214700801006,1.00012850847022,1.0000941804340149,0.9999081422692534,2019-01-09 05:00:00
1.0001745413924912,1.000113375256984,1.0005339741022559,0.9998162676612712,2019-01-09 06:00:00
0.9993894780909853,0.9999773275191017,1.0002277761196376,1.0007350644100188,2019-01-09 07:00:00
1.000235542489248,1.0004912482239485,0.9971960274444687,0.9996051930881248,2019-01-09 08:00:00
1.0002268701517414,0.999969784183531,1.0011448286677644,1.0003214813862278,2019-01-09 09:00:00
