Gmt time,Open,High,Low,Close,Volume
06.01.2019 22:00:00.000,1.13955,1.14826,1.13954,1.1474,365290.1607
07.01.2019 22:00:00.000,1.1474,1.14844,1.14222,1.14406,374697.228
08.01.2019 22:00:00.000,1.14406,1.15578,1.1437,1.15417,461404.6894
09.01.2019 22:00:00.000,1.15419,1.15697,1.14844,1.14994,503283.2468
10.01.2019 22:00:00.000,1.14994,1.15403,1.1458,1.14656,378819.8979
11.01.2019 22:00:00.000,1.14656,1.14656,1.14656,1.14656,0
12.01.2019 22:00:00.000,1.14656,1.14656,1.14656,1.14656,0
13.01.2019 22:00:00.000,1.14589,1.1482,1.14506,1.14679,346170.5487
14.01.2019 22:00:00.000,1.14679,1.14896,1.13819,1.14121,428238.4394
15.01.2019 22:00:00.000,1.14119,1.14248,1.13777,1.13911,373010.3302
16.01.2019 22:00:00.000,1.13911,1.14059,1.137,1.1388,381653.9362
17.01.2019 22:00:00.000,1.1388,1.14103,1.13532,1.13614,391856.6727
18.01.2019 22:00:00.000,1.13614,1.13614,1.13614,1.13614,0
19.01.2019 22:00:00.000,1.13614,1.13614,1.13614,1.13614,0
20.01.2019 22:00:00.000,1.13603,1.1391,1.13567,1.13658,233318.6883
21.01.2019 22:00:00.000,1.13658,1.13739,1.13361,1.13595,367311.2478
22.01.2019 22:00:00.000,1.13594,1.13942,1.13505,1.13808,378369.6932
23.01.2019 22:00:00.000,1.13804,1.13913,1.12892,1.1302,430484.3173
24.01.2019 22:00:00.000,1.13011,1.14176,1.13004,1.14032,437970.6598
25.01.2019 22:00:00.000,1.14032,1.14032,1.14032,1.14032,0
26.01.2019 22:00:00.000,1.14032,1.14032,1.14032,1.14032,0
27.01.2019 22:00:00.000,1.14005,1.14436,1.139,1.14271,355353.5988
28.01.2019 22:00:00.000,1.14257,1.14501,1.14111,1.14307,422806.6175
29.01.2019 22:00:00.000,1.14308,1.15016,1.14062,1.14786,430060.0302
30.01.2019 22:00:00.000,1.14786,1.15141,1.14356,1.14467,479601.8068
31.01.2019 22:00:00.000,1.14468,1.14884,1.14343,1.14547,406760.0677
01.02.2019 22:00:00.000,1.14547,1.14547,1.14547,1.14547,0
02.02.2019 22:00:00.000,1.14547,1.14547,1.14547,1.14547,0
03.02.2019 22:00:00.000,1.14503,1.14603,1.14244,1.14353,364641.2746
04.02.2019 22:00:00.000,1.14353,1.14404,1.14011,1.14054,333750.1994
05.02.2019 22:00:00.000,1.14054,1.14094,1.13608,1.13618,348621.8401
06.02.2019 22:00:00.000,1.13615,1.13683,1.13244,1.1339,377168.2571
07.02.2019 22:00:00.000,1.13383,1.13508,1.13207,1.13207,337884.7492
08.02.2019 22:00:00.000,1.13207,1.13207,1.13207,1.13207,0
09.02.2019 22:00:00.000,1.13207,1.13207,1.13207,1.13207,0
10.02.2019 22:00:00.000,1.13186,1.13298,1.12672,1.12754,381292.5479
11.02.2019 22:00:00.000,1.12752,1.13396,1.12577,1.13251,397043.4979
12.02.2019 22:00:00.000,1.13251,1.13414,1.12601,1.12602,381009.8911
13.02.2019 22:00:00.000,1.12601,1.13098,1.1249,1.12947,420237.8624
14.02.2019 22:00:00.000,1.12949,1.13061,1.1234,1.12925,437592.5301
15.02.2019 22:00:00.000,1.12925,1.12925,1.12925,1.12925,0
16.02.2019 22:00:00.000,1.12925,1.12925,1.12925,1.12925,0
17.02.2019 22:00:00.000,1.12906,1.13338,1.12889,1.13081,268325.4813
18.02.2019 22:00:00.000,1.13079,1.13574,1.12755,1.134,403980.9442
19.02.2019 22:00:00.000,1.134,1.13711,1.13249,1.13359,395136.9311
20.02.2019 22:00:00.000,1.13359,1.13663,1.13202,1.13333,443593.7802
21.02.2019 22:00:00.000,1.13323,1.13556,1.13161,1.13319,393106.2326
22.02.2019 22:00:00.000,1.13319,1.13319,1.13319,1.13319,0
23.02.2019 22:00:00.000,1.13319,1.13319,1.13319,1.13319,0
24.02.2019 22:00:00.000,1.1334,1.13675,1.13281,1.13568,370315.6703
25.02.2019 22:00:00.000,1.1357,1.14027,1.1345,1.13888,417727.3134
26.02.2019 22:00:00.000,1.13887,1.14036,1.13622,1.13693,422680.3583
27.02.2019 22:00:00.000,1.13691,1.14197,1.13595,1.13704,459223.3102
28.02.2019 22:00:00.000,1.13706,1.14085,1.13533,1.13633,413036.8599
01.03.2019 22:00:00.000,1.13633,1.13633,1.13633,1.13633,0
02.03.2019 22:00:00.000,1.13633,1.13633,1.13633,1.13633,0
