Gmt time,Open,High,Low,Close,Volume
06.01.2019 22:00:00.000,1.27187,1.27867,1.27113,1.27750,188860.14720000004
07.01.2019 22:00:00.000,1.27730,1.27970,1.27066,1.27133,204120.93970000002
08.01.2019 22:00:00.000,1.27122,1.28033,1.27068,1.27882,276438.7178
09.01.2019 22:00:00.000,1.27889,1.28008,1.27278,1.27418,240096.2998
10.01.2019 22:00:00.000,1.27418,1.28655,1.27096,1.28347,244640.26860000007
11.01.2019 22:00:00.000,1.28347,1.28347,1.28347,1.28347,0
12.01.2019 22:00:00.000,1.28347,1.28347,1.28347,1.28347,0
13.01.2019 22:00:00.000,1.28516,1.29304,1.28187,1.28582,233982.91290000002
14.01.2019 22:00:00.000,1.28582,1.29156,1.26688,1.28589,272179.69099999993
15.01.2019 22:00:00.000,1.28574,1.28971,1.28247,1.28774,225034.24980000005
16.01.2019 22:00:00.000,1.28774,1.30006,1.28319,1.29844,221506.4891
17.01.2019 22:00:00.000,1.29844,1.29931,1.28567,1.28696,204844.02850000001
18.01.2019 22:00:00.000,1.28696,1.28696,1.28696,1.28696,0
19.01.2019 22:00:00.000,1.28696,1.28696,1.28696,1.28696,0
20.01.2019 22:00:00.000,1.28724,1.29105,1.28301,1.28906,164447.19049999997
21.01.2019 22:00:00.000,1.28905,1.29751,1.28549,1.29539,212225.83049999998
22.01.2019 22:00:00.000,1.29538,1.30807,1.29420,1.30673,231645.46859999996
23.01.2019 22:00:00.000,1.30672,1.30938,1.30120,1.30620,228527.9929
24.01.2019 22:00:00.000,1.30619,1.32172,1.30590,1.31984,271113.7083
25.01.2019 22:00:00.000,1.31984,1.31984,1.31984,1.31984,0
26.01.2019 22:00:00.000,1.31984,1.31984,1.31984,1.31984,0
27.01.2019 22:00:00.000,1.31837,1.32109,1.31367,1.31534,202563.0591
28.01.2019 22:00:00.000,1.31538,1.31995,1.30559,1.30661,278838.38850000006
29.01.2019 22:00:00.000,1.30662,1.31451,1.30539,1.31155,249539.5
30.01.2019 22:00:00.000,1.31155,1.31599,1.30972,1.31062,231094.73190000004
31.01.2019 22:00:00.000,1.31062,1.31147,1.30430,1.30739,217059.84649999999
01.02.2019 22:00:00.000,1.30739,1.30739,1.30739,1.30739,0
02.02.2019 22:00:00.000,1.30739,1.30739,1.30739,1.30739,0
03.02.2019 22:00:00.000,1.30618,1.31034,1.30286,1.30338,218299.486
04.02.2019 22:00:00.000,1.30338,1.30516,1.29245,1.29487,193317.63150000005
05.02.2019 22:00:00.000,1.29487,1.29791,1.29250,1.29285,197139.8523
06.02.2019 22:00:00.000,1.29285,1.29961,1.28540,1.29518,214117.83839999995
07.02.2019 22:00:00.000,1.29518,1.29759,1.29211,1.29441,175559.7385
08.02.2019 22:00:00.000,1.29441,1.29441,1.29441,1.29441,0
09.02.2019 22:00:00.000,1.29441,1.29441,1.29441,1.29441,0
10.02.2019 22:00:00.000,1.29277,1.29386,1.28447,1.28579,209462.3301
11.02.2019 22:00:00.000,1.28531,1.29092,1.28325,1.28913,204245.48
12.02.2019 22:00:00.000,1.28913,1.29584,1.28448,1.28450,222267.94
13.02.2019 22:00:00.000,1.28450,1.28774,1.27727,1.28004,220714.70840000003
14.02.2019 22:00:00.000,1.27982,1.28977,1.27844,1.28865,210849.13059999997
15.02.2019 22:00:00.000,1.28865,1.28865,1.28865,1.28865,0
16.02.2019 22:00:00.000,1.28865,1.28865,1.28865,1.28865,0
17.02.2019 22:00:00.000,1.29028,1.29385,1.28913,1.29208,220917.53879999998
18.02.2019 22:00:00.000,1.29180,1.30728,1.28959,1.30610,212172.5294
