EURUSD,CADUSD,GBPUSD,JPYUSD,Gmt time
0.9964067521276974,0.9959782812207452,0.9800554847416959,0.9981947837332948,2019-03-12 21:00:00
1.0020701735760922,1.0026468553553702,1.0073338922499415,1.0047596339850466,2019-03-13 21:00:00
0.9981808548216177,1.0000149992500376,0.9963502001745883,0.9982000859660433,2019-03-14 21:00:00
1.0,1.0,1.0,1.0,2019-03-15 21:00:00
1.0,1.0,1.0,1.0,2019-03-16 21:00:00
0.9986947472395669,0.9999400038997465,1.0026862247977786,0.999578365673583,2019-03-17 21:00:00
0.9989516065088496,0.9990100049499752,0.9991028820855353,0.9996499856404367,2019-03-18 21:00:00
0.9945413125383336,0.9987612798606629,1.00546518502797,0.9937065134443596,2019-03-19 21:00:00
1.0034818084301969,1.0043747228214706,1.0064540738480319,1.0010480286220231,2019-03-20 21:00:00
1.0064599483204135,1.0049319333328344,0.9925941631707281,0.9921028880866425,2019-03-21 21:00:00
1.0,1.0,1.0,1.0,2019-03-22 21:00:00
1.0,1.0,1.0,1.0,2019-03-23 21:00:00
0.9989833714937367,0.9981754270990038,1.0006516533810201,1.0002911075733456,2019-03-24 21:00:00
1.004127682993946,0.9982392395902503,0.9993336362259579,1.0061296688705583,2019-03-25 21:00:00
1.0019477920576332,1.0020254564751077,1.001531951038238,0.9989062740099974,2019-03-26 21:00:00
1.0019962392278832,1.0021556225199155,1.011359365532264,1.0008958465297257,2019-03-27 21:00:00
1.0002852583816935,0.9935916997253585,1.0006370208912154,1.0019528248153406,2019-03-28 21:00:00
1.0,1.0,1.0,1.0,2019-03-29 21:00:00
1.0,1.0,1.0,1.0,2019-03-30 21:00:00
1.0005083748060148,0.9967264936777129,0.9945195859921228,1.0046740356417774,2019-03-31 21:00:00
1.0007318814709032,1.0021419069735982,0.9983083652102352,0.9997036185480904,2019-04-01 21:00:00
0.9975071225071226,1.0005774538036958,0.9975523731338746,1.0015811697062258,2019-04-02 21:00:00
1.0010784409843225,1.001169231230466,1.0063260638419937,1.0014530972498787,2019-04-03 21:00:00
1.0005082841397515,1.0016619627630505,1.0029998925869663,1.000358268844941,2019-04-04 21:00:00
1.0,1.0,1.0,1.0,2019-04-05 21:00:00
1.0,1.0,1.0,1.0,2019-04-06 21:00:00
0.9957910066065213,0.9949551192460333,0.9983684537077464,0.9979944130076642,2019-04-07 21:00:00
1.0000355201932298,1.0011718397884677,1.000551812935415,0.9970214598435371,2019-04-08 21:00:00
0.9989443897419521,0.999152160864346,0.9971570717839373,0.9988392182269732,2019-04-09 21:00:00
1.0019375538826625,1.0043028678276147,1.002597462302317,1.005783627469528,2019-04-10 21:00:00
0.9959017844497945,0.9958725886047556,0.9990660930538757,1.003117022705898,2019-04-11 21:00:00
1.0,1.0,1.0,1.0,2019-04-12 21:00:00
1.0,1.0,1.0,1.0,2019-04-13 21:00:00
0.9995222507298948,1.0035438628104634,0.9974573747585269,1.0003482360504676,2019-04-14 21:00:00
1.0020034750540763,0.9987505611252431,1.0039632042928326,0.9995536989431592,2019-04-15 21:00:00
0.9987604476554752,0.9993183163162114,1.0005368921613744,1.0006608204890068,2019-04-16 21:00:00
1.0059227460166194,1.0022713302649136,1.0041589648798521,0.9990718926251163,2019-04-17 21:00:00
0.9988523948473418,1.001301372424367,1.0001925817509534,0.9991692868372157,2019-04-18 21:00:00
1.0,1.0,1.0,1.0,2019-04-19 21:00:00
1.0,1.0,1.0,1.0,2019-04-20 21:00:00
0.998596379013201,0.9966761030482748,1.0003313503683382,1.000670486952324,2019-04-21 21:00:00
1.002654362774789,1.0058680696074467,1.003301248598709,0.9992852931191596,2019-04-22 21:00:00
1.0067163443000744,1.0051409284963901,1.0027288302466024,1.0029592146905788,2019-04-23 21:00:00
1.0018866398943482,0.9994959490612051,1.0002016019601914,0.9947943129651914,2019-04-24 21:00:00
0.9989230810650728,0.9978567031793472,0.9989233652967329,0.9993279630110841,2019-04-25 21:00:00
1.0,1.0,1.0,1.0,2019-04-26 21:00:00
1.0,1.0,1.0,1.0,2019-04-27 21:00:00
0.9962004040981995,1.0001337792642142,0.9983683506422203,1.0010580492441223,2019-04-28 21:00:00
0.9974051451246153,0.9948130313298852,0.9925015733648519,0.9979040521658128,2019-04-29 21:00:00
1.0017150054040536,1.0042728019720626,0.9984750139854246,0.9996319899470424,2019-04-30 21:00:00
1.002139391660848,1.0022388836821825,1.0015811247476725,1.0011313740807586,2019-05-01 21:00:00
0.9973840920656744,0.9958513614807448,0.9893161419654654,0.9963675501143548,2019-05-02 21:00:00
1.0,1.0,1.0,1.0,2019-05-03 21:00:00
1.0,1.0,1.0,1.0,2019-05-04 21:00:00
1.0002411144847296,1.0020270673105587,1.0056815578465061,0.9968674048069133,2019-05-05 21:00:00
1.0006076202730716,1.0019932171119177,1.0016368865499938,0.9954669411785954,2019-05-06 21:00:00
1.000026807495376,1.0001336064843682,1.005329006559369,0.9986484034833092,2019-05-07 21:00:00
0.9979578733346414,1.0001039022724911,0.9999154197487197,0.9970569801346159,2019-05-08 21:00:00
0.9982996376714828,0.9952952002137195,1.0004384716570383,1.001576065666366,2019-05-09 21:00:00
1.0,1.0,1.0,1.0,2019-05-10 21:00:00
1.0,1.0,1.0,1.0,2019-05-11 21:00:00
1.0010069865259854,1.0048239662396923,1.0033961885502134,0.9941877387666,2019-05-12 21:00:00
1.001633447287853,0.9989092447076108,1.0040454140349517,1.0027172669966424,2019-05-13 21:00:00
1.0002231983429755,0.9980389535142845,1.0048437463496687,0.9998996332049853,2019-05-14 21:00:00
1.0024343094436885,1.0017118444752078,1.0037284267133566,1.0023177931688978,2019-05-15 21:00:00
1.0015506933302263,1.000378934228906,1.0061816751867871,1.0019391666135598,2019-05-16 21:00:00
1.0,1.0,1.0,1.0,2019-05-17 21:00:00
1.0,1.0,1.0,1.0,2019-05-18 21:00:00
0.9991760333169136,0.9972519106648147,0.999410493220672,1.0000636051392953,2019-05-19 21:00:00
1.0004569728683559,0.9983838413930247,1.0014168208115235,1.0038887526008302,2019-05-20 21:00:00
1.0009237585313135,1.0021335004326677,1.003530861467006,0.9987238548633801,2019-05-21 21:00:00
0.9971917900102849,1.0028956810433385,1.000339773221129,0.9932214448834595,2019-05-22 21:00:00
0.9979650669832117,0.9976025592494452,0.9956258703023342,0.9971259124087593,2019-05-23 21:00:00
1.0,1.0,1.0,1.0,2019-05-24 21:00:00
1.0,1.0,1.0,1.0,2019-05-25 21:00:00
